company_found,company_id,company_searched,employees,found,headquarters,industry,it_eng_jobs,linkedin,specialties,website
City of San José,6920.0,City Of San Jose,5.001-10.000 funcionários,1.0,"San José, CA",Administração governamental,1,https://www.linkedin.com/company/6920/about/,"Building Inspection, Code Enforcement, Economic Development, Environmental Services, Finance, Green Building, Housing, Information Technology, Planning, Public Safety, Public Works, Recycling, Transportation, Zero Waste, Aviation, Parks & Recreation, Library e Animal Care",http://www.sanjoseca.gov/
City of Simi Valley,641223.0,City of Simi Valley,501-1.000 funcionários,1.0,"Simi Valley, California",Administração governamental,6,https://www.linkedin.com/company/641223/about/,,http://www.simivalley.org
City of Woodbury,80811.0,City of Woodbury,501-1.000 funcionários,1.0,,Administração governamental,not found,https://www.linkedin.com/company/80811/about/,,
CITY ONE LIMO LLC,61744122.0,City One Limo LLC,11-50 funcionários,1.0,"San Francisco, California",Transporte/Caminhões/Trens,not found,https://www.linkedin.com/company/61744122/about/,,http://cityonelimo.com
City West Water,51510.0,City West Water,201-500 funcionários,1.0,"Footscray, VIC",Serviços públicos,not found,https://www.linkedin.com/company/51510/about/,"Water Retailer, Water Utility, Water Services, Sewerage Services, Trade Waste, Recycled Water and Alternative Water services, Business Resource Efficiency, Greening the West e Technical Traineeships",http://citywestwater.com.au
Civeo North America,130556.0,Civeo,1.001-5.000 funcionários,1.0,"Houston, TX",Hotelaria,not found,https://www.linkedin.com/company/130556/about/,"Remote Workforce Accomodations, Construction, Engineering, Hospitality, Remote Site Catering, Work Site Rentals, Custom Built Facilities, Fleet Rentals, Facility Management, Modular Construction e Modular Building",http://www.civeo.com
Civil Maps,1166449.0,Civil Maps,11-50 funcionários,1.0,"San Francisco, CA",Tecnologia da informação e serviços,not found,https://www.linkedin.com/company/1166449/about/,"Autonomous Vehicles, Artificial Intelligence, Deep Learning, Self Driving Cars e Localization in 6DoF",http://CivilMaps.com
,,"Clarify Health Solutions, Inc.",,0.0,,,,,,
Class One Travel Inc,5744297.0,Class One Travel Inc,2-10 funcionários,1.0,"San Francisco, California","Lazer, viagens e turismo",not found,https://www.linkedin.com/company/5744297/about/,,http://www.classonetravel.com
"Class Twist, Inc.",63287480.0,Class Twist Inc.,51-200 funcionários,1.0,"Palo Alto, California",Software,not found,https://www.linkedin.com/company/63287480/about/,,http://classdojo.com
Classic Tours and Travel,399049.0,Classic Tours,2-10 funcionários,1.0,,Hotelaria,not found,https://www.linkedin.com/company/399049/about/,,http://www.classictours-bd.com
CHENG CLAUDINE,15945133.0,Claudine Cheng,2-10 funcionários,1.0,"SAN FRANCISCO, California",,not found,https://www.linkedin.com/company/15945133/about/,,
Claudio Piscicelli & Asociados,64498574.0,Claudio Piscicelli & Asociados,2-10 funcionários,1.0,,Consultoria de gerenciamento,not found,https://www.linkedin.com/company/64498574/about/,,http://www.claudiopiscicelli.com/
,,Clean Osceola,,0.0,,,,,,
Cleanologie,3580614.0,Cleanologie,11-50 funcionários,1.0,,Administração de serviços,not found,https://www.linkedin.com/company/3580614/about/,"Green Cleaning, Janitorial Services, Office Cleaning, Building Maintenance e Environmentally Conscious",http://www.cleanologie.com
,,Clearbon Inc,,0.0,,,,,,
,,Clearmetal Inc.,,0.0,,,,,,
"Clearview Risk Services, LLC.",3316565.0,Clearview Risk,2-10 funcionários,1.0,,Serviços da informação,not found,https://www.linkedin.com/company/3316565/about/,"Outsource Quality Control Risk Management, Appraisal Audit & Risk Scoring, Loan Level Due Diligence, Notary Services e Document & Information Reverification",http://www.clearviewriskservices.com
Clever Inc.,2705784.0,Clever,51-200 funcionários,1.0,"San Francisco, CA",Internet,16,https://www.linkedin.com/company/2705784/about/,Single sign-on e Interoperability,https://clever.com
"clickworker.com, Inc.",877455.0,Clickworker Com Inc,11-50 funcionários,1.0,"Essen, NRW",Internet,not found,https://www.linkedin.com/company/877455/about/,"crowdsourcing, mobile crowdsourcing, text creation, product descriptions, glossaries, video analysis, seo texts, company profiles, web research, tagging, categorization, PoS analysis, customized solutions, surveys, sentiment analysis, AI Training Data e Data Labeling",https://www.clickworker.com
Cannon Group,89615.0,Cloud Cannon Inc,51-200 funcionários,1.0,"Blue Bell, PA",Tecnologia da informação e serviços,not found,https://www.linkedin.com/company/89615/about/,"Implementation Oversight, IP Telephony Outsource and Management, Cloud Computing, Expense Management, Business Consulting, IT Managed Services, Project Management e Network Connectivity",http://www.cannongroupinc.com
Cloud HR Console,13574318.0,Cloud Card Technology,51-200 funcionários,1.0,"Hyderabad, Telangana",Tecnologia da informação e serviços,not found,https://www.linkedin.com/company/13574318/about/,"Cloud, Employee, Management, HR, Bio Metric, HRMS, EMS, Attendance Management, Leave Management, Cab Management, Travel Management, Employee Self Care, ID Card Generation, Automated Payroll, Time Management, Training, Automated System, Cloud Software, HR Software e Employee Management System",http://cloudhrconsole.com/
,,"Cloud4wi, Inc.",,0.0,,,,,,
,,Cloud66 Inc.,,0.0,,,,,,
"Cloudwords, Inc.",1617147.0,Cloudwords Inc.,51-200 funcionários,1.0,"San Francisco, CA",Internet,not found,https://www.linkedin.com/company/1617147/about/,"Global Marketing, Global Marketing Cloud, Web CMS, Translation Vendor Marketplace, Translation Management System, Marketo, Enterprise File Sharing, Martech Stack, Localization, Marketing Automation, Exacttarget, Eloqua, Drupal, Knowledge Management, Adobe Experience Manager, Sitecore, WordPress, Hubspot, Translation Memory, Machine Translation, Translation, Marketing Globalization Platform e In-context Review",http://www.cloudwords.com
Clune Construction Company,54538.0,Clune Construction Company,501-1.000 funcionários,1.0,"Chicago, IL",Construção,1,https://www.linkedin.com/company/54538/about/,"General Contracting, Corporate Interiors, Healthcare e Data Centers",http://www.clunegc.com
,,"Clune Construction Company, L.P.",,0.0,,,,,,
"CMIT Solutions, Inc.",13222.0,"CMIT Solutions, Inc",501-1.000 funcionários,1.0,"Austin, TX",Tecnologia da informação e serviços,not found,https://www.linkedin.com/company/13222/about/,"Managed Services, Networking, Security e Backup & Disaster Recovery",https://cmitsolutions.com/
CNA Insurance,3246.0,CNA,5.001-10.000 funcionários,1.0,"Chicago, Illinois",Seguros,23,https://www.linkedin.com/company/3246/about/,"Commercial Insurance, Specialty Insurance, Construction, Financial Institutions, Healthcare, Manufacturing, Professional Services, Real Estate, Small Business, Technology, Retail e Wholesale Distribution",http://www.cna.com
CNA Insurance,3246.0,CNA Insurance,5.001-10.000 funcionários,1.0,"Chicago, Illinois",Seguros,23,https://www.linkedin.com/company/3246/about/,"Commercial Insurance, Specialty Insurance, Construction, Financial Institutions, Healthcare, Manufacturing, Professional Services, Real Estate, Small Business, Technology, Retail e Wholesale Distribution",http://www.cna.com
CNO Financial Group,5006.0,CNO Financial Group,1.001-5.000 funcionários,1.0,"Carmel, Indiana",Seguros,16,https://www.linkedin.com/company/5006/about/,"Retirement, Insurance, Life Insurance, Annuities, Long Term Care, Actuaries, Health Insurance, Middle-Income e Baby Boomers",http://www.cnoinc.com
,,"Cobalt Labs, Inc",,0.0,,,,,,
cocokind,17888868.0,Cocokind,11-50 funcionários,1.0,"San Francisco, CA",Bens de consumo,not found,https://www.linkedin.com/company/17888868/about/,"organic skincare, natural products, organic skin care e skincare",http://www.cocokind.com
Cog1,80533.0,Cog1,11-50 funcionários,1.0,"San Francisco, CA",Marketing e publicidade,not found,https://www.linkedin.com/company/80533/about/,"Digital Marketing, Branding, SEO, Search Engine Marketing, Website Design, Website Development, Brand Identity, UX/UI, Visual Design, Digital Strategy, Copywriting, Brand Strategy, Content Development, Social Media, Campaign Development, Email Marketing, Analytics, Content Strategy e Content Development",http://www.cog1.com
,,"Cog1, Inc.",,0.0,,,,,,
Cognitive Networks,2829636.0,Cognitive Networks,11-50 funcionários,1.0,"San Francisco, CA",Produtos eletrônicos,not found,https://www.linkedin.com/company/2829636/about/,,http://www.cognitivenetworks.com
CohnReznick LLP,13550.0,Cohnreznick Llp,1.001-5.000 funcionários,1.0,"New York, New York",Contabilidade,28,https://www.linkedin.com/company/13550/about/,"Accounting and Assurance, Tax, Advisory, Industry Expertise e Specialized services for Fortune 1000 companies, middle market firms, international enterprises,  government agencies, not-for-profit organizations, and other key market sectors",https://www.cohnreznick.com
Coinbase,2857634.0,Coinbase,201-500 funcionários,1.0,"San Francisco, California",Internet,91,https://www.linkedin.com/company/2857634/about/,"Digital Currency, Software, Payment Processing, Bitcoin, Technology, API, Cryptography, Bitcoin Exchange, Digital Currency Exchange, Virtual Currency, FinTech, Ethereum, Ether e Blockchain",http://www.coinbase.com
COING INC.,15522560.0,Coing Inc.,2-10 funcionários,1.0,"SAN FRANCISCO, California",,not found,https://www.linkedin.com/company/15522560/about/,,
,,"Coke-cola Enterprises, Inc.",,0.0,,,,,,
Coliban Water,1384552.0,Coliban Water,51-200 funcionários,1.0,"Bendigo, Victoria",Serviços públicos,not found,https://www.linkedin.com/company/1384552/about/,,http://www.coliban.com.au/
Colibri Digital Marketing,2622383.0,Colibri Digital Marketing,11-50 funcionários,1.0,"San Francisco, CA",Marketing e publicidade,not found,https://www.linkedin.com/company/2622383/about/,"Branding, Search Engine Optimization (SEO), Digital strategy, PPC & AdWords, Website design & build, Content marketing, Conversion optimization & UX, Social media marketing, Email marketing & optimizations, Marketing plans, Marketing analytics, B Corp e Mission alignment",https://colibridigitalmarketing.com/
,,"Collabriv, Inc.",,0.0,,,,,,
Collective Impact Forum,3481508.0,Collective Impact,2-10 funcionários,1.0,,Organização cívica e social,not found,https://www.linkedin.com/company/3481508/about/,,http://collectiveimpactforum.org
,,"Collectivehealth, Inc.",,0.0,,,,,,
Colliers,5227.0,Colliers Group,+ de 10.001 funcionários,1.0,"Toronto, Ontario",Imóveis comerciais,28,https://www.linkedin.com/company/5227/about/,"Brokerage and Agency, Corporate Solutions, Investment Services, Project Management, Real Estate Management Services, Valuation and Advisory Services, Landlord Representation, Tenant Representation, corporate finance e Capital Markets",http://www.colliers.com
Colliers,5227.0,Colliers International,+ de 10.001 funcionários,1.0,"Toronto, Ontario",Imóveis comerciais,28,https://www.linkedin.com/company/5227/about/,"Brokerage and Agency, Corporate Solutions, Investment Services, Project Management, Real Estate Management Services, Valuation and Advisory Services, Landlord Representation, Tenant Representation, corporate finance e Capital Markets",http://www.colliers.com
,,Colliers International Finland,,0.0,,,,,,
Collokia,3727279.0,Collokia,2-10 funcionários,1.0,"Montevideo, Montevideo",Software,not found,https://www.linkedin.com/company/3727279/about/,,https://www.collokia.com
COLUMBUS PUBLIC SCHOOLS,15330868.0,Columbus Public Schools,501-1.000 funcionários,1.0,"COLUMBUS, Nebraska",Gestão educacional,not found,https://www.linkedin.com/company/15330868/about/,,http://columbuspublicschools.org
Comcast,1703.0,Comcast,+ de 10.001 funcionários,1.0,"Philadelphia, PA",Telecomunicações,320,https://www.linkedin.com/company/1703/about/,,http://corporate.comcast.com/
Comerica Bank,157303.0,Comerica Bank,5.001-10.000 funcionários,1.0,"Dallas, TX",Bancos,41,https://www.linkedin.com/company/157303/about/,"Comerica is a multi-faceted corporation with an abiding sense of community. From investor relations and the latest information on our company to career opportunities and our commitment to community and diversity, you’ll find it all right here. e Leading Bank for Business",http://www.comerica.com/
Commercial Observer,10367313.0,Commercial Coverage Corp,11-50 funcionários,1.0,"New York, NY",Imobiliário,not found,https://www.linkedin.com/company/10367313/about/,Commercial Real Estate News,https://commercialobserver.com
Commercial Metals Company,163161.0,Commercial Metals Company,+ de 10.001 funcionários,1.0,"Irving, Texas",Mineração e metais,23,https://www.linkedin.com/company/163161/about/,"Metals, Recycling, Fabrication e Distribution",http://www.cmc.com/careers
U.S. Commodity Futures Trading Commission,27754.0,Commodity Futures Trading Commission,501-1.000 funcionários,1.0,"Washington, DC",Administração governamental,not found,https://www.linkedin.com/company/27754/about/,,http://www.cftc.gov
Common Inc.,2843763.0,Common Inc.,2-10 funcionários,1.0,"Toronto, Ontario",Marketing e publicidade,not found,https://www.linkedin.com/company/2843763/about/,"Content Marketing, Content Production, Brand & Content Strategy e Strategic Consulting",
Common Sense Media,28256.0,Common Sense Media,51-200 funcionários,1.0,"San Francisco, CA",Organização cívica e social,1,https://www.linkedin.com/company/28256/about/,"Age-based ratings/reviews of movies, apps, TV, sites, books, music, K–12 Digital Citizenship Curriculum, Promoting public policies around digital learning; kids'​ online privacy; quality early ed; childhood poverty, Digital Well-Being e Digital Parenting Articles/Resources/Tips",http://www.commonsense.org
CommScope,163163.0,CommScope,+ de 10.001 funcionários,1.0,"Hickory, North Carolina",Telecomunicações,51,https://www.linkedin.com/company/163163/about/,,http://www.commscope.com
,,Community Art Stabilization Trust,,0.0,,,,,,
Community Health Network,13811.0,Community Health Network,+ de 10.001 funcionários,1.0,"Indianapolis, IN",Atendimento médico e hospitalar,not found,https://www.linkedin.com/company/13811/about/,"Medical Imaging, Inpatient Rehabilitation, Mental & Behavioral Health, Palliative care, Orthopedics/Joint/Spine, Neuroscience, Cancer Care, Home Care, Mid America Clinical Labs, Physical Therapy, Bariatrics, Breast Care, Children's Health, Pediatrics, Diet & Nutrition, Digestive Health, Emergency Medicine, Fertility Care, Genetic Testing and Counseling e Heart & Vascular",http://eCommunity.com
