company_found,company_id,company_searched,employees,found,headquarters,industry,it_eng_jobs,linkedin,specialties,total_jobs,website,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16
Dell EMC,1128.0,Dell EMC,+ de 10.001 funcionários,True,"Hopkinton, MA",Tecnologia da informação e serviços,,https://www.linkedin.com/company/1128/about/,"information infrastructure, unified storage, content management, security, virtualization, backup and recovery, big data, Virtual Desktop Infrastructure, cloud computing, data federation e deduplication",4,http://www.dellemc.com,,,,,
Dell Technologies,15088102.0,Dell Technologies,+ de 10.001 funcionários,True,"Round Rock, Texas",Tecnologia da informação e serviços,370.0,https://www.linkedin.com/company/15088102/about/,"Digital Transformation, Security Transformation, IT Transformation e Workforce Transformation",2965,http://www.delltechnologies.com,,,,,
Deloitte,1038.0,Deloitte,+ de 10.001 funcionários,True,"New York, NY",Consultoria de gerenciamento,5534.0,https://www.linkedin.com/company/1038/about/,"Audit, Consulting, Financial Advisory, Risk Management e and Tax services",15659,http://www.deloitte.com/,,,,,
Deloitte Brasil Auditores Independentes,29030710.0,Deloitte Brasil,51-200 funcionários,True,"Sao Paulo, Sp",Contabilidade,,https://www.linkedin.com/company/29030710/about/,NF,1,http://mmagalhaes.adv.br,,,,,
Deloitte Digital,2449847.0,Deloitte Digital,5.001-10.000 funcionários,True,NF,Tecnologia da informação e serviços,,https://www.linkedin.com/company/2449847/about/,"Mobile, Social, Web, Content Management, Digital Strategy, Design e Digital ERP",2,http://www.deloittedigital.com,,,,,
,,Delphos Tecnologia e Software,,False,,,,,,,,,,,,
Delta Air Lines,2272.0,Delta Air Lines,+ de 10.001 funcionários,True,"Atlanta, Georgia",Linhas aéreas/Aviação,49.0,https://www.linkedin.com/company/2272/about/,"Aviation, Customer Care, Customer Experience, One Great Airline e Biggest Airline",130,http://www.delta.com,,,,,
Delta Dental of Virginia,592384.0,Delta Dental of Virginia,51-200 funcionários,True,"Roanoke, Virginia",Seguros,,https://www.linkedin.com/company/592384/about/,"Insurance, Claims Processing Software, Dental Insurance e Dental Benefits",1,http://www.deltadentalva.com,,,,,
,,DELVISO-AVOCATS,,False,,,,,,,,,,,,
Demium,3044897.0,Demium,51-200 funcionários,True,"Valencia/València, Comunidad Valenciana / Comunitat Valenciana",Internet,,https://www.linkedin.com/company/3044897/about/,Startup Incubator,4,https://demium.com/,,,,,
Denova Homes,5848946.0,"DeNova Homes, Inc.",51-200 funcionários,True,"Concord, California",Construção,0.0,https://www.linkedin.com/company/5848946/about/,NF,0,http://www.denovahomes.com/,,,,,
DENSO,136866.0,DENSO,+ de 10.001 funcionários,True,"Kariya, Japan",Indústria automotiva,8.0,https://www.linkedin.com/company/136866/about/,"Climate Control, Head-up Display, Automotive Aftermarket, Human Machine Interface, Electric/Hybrid Components, Safety, Robotics, V2X (Connected Vehicle) Technology, Wireless Charging, Mobility, Electrification e Connected Cars",41,https://www.denso.com/us-ca/en/,,,,,
,,Denso do Brasil - DNBR,,False,,,,,,,,,,,,
,,Denso do Brasil Ltda,,False,,,,,,,,,,,,
,,DENSO do Brasil Ltda.,,False,,,,,,,,,,,,
Dental Cremer,3300318.0,Dental Cremer,1.001-5.000 funcionários,True,NF,Varejo,,https://www.linkedin.com/company/3300318/about/,Produtos e Serviços Odontológicos,2,http://www.dentalcremer.com.br/,,,,,
Dental Uni Cooperativa Odontológica,9265479.0,Dental Uni Cooperativa Odontológica,51-200 funcionários,True,"Curitiba, Paraná","Saúde, bem-estar e educação física",0.0,https://www.linkedin.com/company/9265479/about/,Planos Odontológicos Pessoa Física e Planos Odontológicos Pessoa Jurídica,0,http://www.dentaluni.com.br,,,,,
Dentons,3035129.0,Dentons,+ de 10.001 funcionários,True,NF,Prática jurídica,2.0,https://www.linkedin.com/company/3035129/about/,NF,160,http://www.dentons.com/,,,,,
,,Deon Medwynter™,,False,,,,,,,,,,,,
"Department for Environment, Food and Rural Affairs",2185.0,"Department for Environment, Food and Rural Affairs",+ de 10.001 funcionários,True,NF,Administração governamental,,https://www.linkedin.com/company/2185/about/,NF,8,https://www.gov.uk/defra,,,,,
Depil House,40987424.0,Depil House,NF,True,"Curitiba, Paraná",Serviços individuais e familiares,0.0,https://www.linkedin.com/company/40987424/about/,NF,0,http://depilhouse.com.br,,,,,
Emerson Network Power,2761.0,Deployment Technologies Inc.,+ de 10.001 funcionários,True,"Columbus, Ohio",Manufatura de eletroeletrônicos,,https://www.linkedin.com/company/2761/about/,"Thermal Management, Service and Consulting, Power Management, IT Management, Unified Infrastructure, Software, Data Center e Communication Networks",1,http://www.EmersonNetworkPower.com,,,,,
Derains & Gharavi,14812823.0,Derains & Gharavi,11-50 funcionários,True,"Paris, Ile de France",Prática jurídica,0.0,https://www.linkedin.com/company/14812823/about/,"Arbitrage, Contentieux, Droit international public, Arbitrages d'investissement, Arbitrages commerciaux, Arbitration, International arbitration, Dispute resolution e International public law",0,http://www.derainsgharavi.com,,,,,
Desempregado e agora?,12669462.0,Desempregado,2-10 funcionários,True,"São Paulo, São Paulo",Treinamento e orientação profissional,,https://www.linkedin.com/company/12669462/about/,NF,1,https://desempregadoeagora.wixsite.com/negocios,,,,,
DesignRush,18062661.0,DesignRush,2-10 funcionários,True,"Sunny Isles Beach, FL",Design,,https://www.linkedin.com/company/18062661/about/,"agency listings, marketing strategies, business growth tips, marketing experts, top web designers, expert technology firms, digital trends e find the best professional agency for your next project",5,https://www.designrush.com/,,,,,
Desjardins Financial Security Life Assurance Company,16698.0,"Desjardins Sécurité financière, compagnie d'assurance vie",1.001-5.000 funcionários,True,"Lévis, Québec",Seguros,,https://www.linkedin.com/company/16698/about/,Life & Health Insurance e Savings & Retirement,1,http://www.desjardinsassurancevie.com,,,,,
Detecon International GmbH,7492.0,Detecon International GmbH,1.001-5.000 funcionários,True,"Cologne,",Consultoria de gerenciamento,,https://www.linkedin.com/company/7492/about/,"Consulting, Technology, Digital Transformation, Networks, New Work, Cyber Security, IT Infrastructure, Transformation, Stratgey & Innovation, Connectivity, Digital Value Creation, Digital Efficiency e People & Performance",1,http://www.detecon.com,,,,,
,,DETRAN PARANÁ,,False,,,,,,,,,,,,
Deutsche Bank,1262.0,Deutsche Bank,+ de 10.001 funcionários,True,"Frankfurt am Main, Hessen",Serviços financeiros,8.0,https://www.linkedin.com/company/1262/about/,"Investment Banking, Asset Management, Retail Banking, Private Wealth Management, Private Banking e Transaction Banking",113,https://www.db.com,,,,,
DevBase Tecnologia,28654981.0,DevBase Tecnologia,2-10 funcionários,True,"Jundiaí, São Paulo",Tecnologia da informação e serviços,0.0,https://www.linkedin.com/company/28654981/about/,"mobile development, web development, software development, iOS Apps development, Android Apps development, database administration, data migration, data integration e system integration",0,http://www.devbase.com.br,,,,,
Devires Tecnologia,24971381.0,Devires Tecnologia,51-200 funcionários,True,"São Paulo, SP",Tecnologia da informação e serviços,0.0,https://www.linkedin.com/company/24971381/about/,"Engenharia de Software, Desenvolvimento de Software, Arquitetura SOA, Integração de Sistemas, Microserviços e APIs, Cloud, DevOps, Oracle Middleware, Oracle SOA Suite, Oracle Service Bus e Oracle WebLogic",0,http://devires.com.br/,,,,,
Dextra,213511.0,Dextra,501-1.000 funcionários,True,"Campinas, SP",Tecnologia da informação e serviços,,https://www.linkedin.com/company/213511/about/,"Java EE, .NET, Ruby on Rails, Python, Scrum, Lean, Agile e Mobile",18,http://dextra.com.br/,,,,,
Dextra,213511.0,Dextra Digital,501-1.000 funcionários,True,"Campinas, SP",Tecnologia da informação e serviços,,https://www.linkedin.com/company/213511/about/,"Java EE, .NET, Ruby on Rails, Python, Scrum, Lean, Agile e Mobile",18,http://dextra.com.br/,,,,,
"DEXTRA SISTEMAS, S.L.",2705033.0,Dextra Sistemas,2-10 funcionários,True,NF,Tecnologia da informação e serviços,0.0,https://www.linkedin.com/company/2705033/about/,"Administracion de Sistemas, Programación, Creación de páginas Web e Servicio técnico",0,http://www.dextrasistemas.com,,,,,
Red Line Africa,28650836.0,DG Consulting ATL,2-10 funcionários,True,NF,Música,0.0,https://www.linkedin.com/company/28650836/about/,"PRODUCTION MUSICALE, EDITION, TOURNEE, CELEBRITY MARKETING, ENDORSEMENT, PLACEMENT DE PRODUIT, COMMUNICATION, DIRECTION ARTISTIQUE, BRAND ACTIVATION, CONCERT, EVENEMENTIEL, MARKETING e DISTRIBUTION",0,NF,,,,,
DHUAN Comércio Exterior,945370.0,DHUAN Comércio Exterior,11-50 funcionários,True,"Curitiba - PR, PR",Comércio e desenvolvimento internacional,0.0,https://www.linkedin.com/company/945370/about/,"Comércio Exterior, Assessoria Aduaneir, Logística, Despacho Aduaneiro, Importação, Exportação, Assessoria Regulatória, Agenciamento de Cargas e Frete internacional",0,http://www.dhuan.com.br,,,,,
Grupo Sinosserra,1414286.0,DIAMOND INOVAÇÃO E TECNOLOGIA,501-1.000 funcionários,True,"Novo Hamburgo, Rio Grande do Sul",Varejo,,https://www.linkedin.com/company/1414286/about/,"Concessionária de Veículos, Peças e Acessórios, Consórcios, Serviços Financeiros, Capitalização, Seguros, Varejo, Vendas e Veículos",12,NF,,,,,
Diebold Brazil Servicios do Tecnologia e Participacoes Limitada,41030924.0,Diebold Brazil,NF,True,NF,NF,0.0,https://www.linkedin.com/company/41030924/about/,NF,0,NF,,,,,
Diebold Nixdorf,4458.0,Diebold Nixdorf,+ de 10.001 funcionários,True,"North Canton, Ohio",Tecnologia da informação e serviços,81.0,https://www.linkedin.com/company/4458/about/,"self-service solutions, services, security solutions, software, retail solutions, fintech solutions, point of sale, AI e Fintech",449,http://DieboldNixdorf.com,,,,,
Digibee,11172387.0,Digibee Inc.,51-200 funcionários,True,"São Paulo, SP",Tecnologia da informação e serviços,0.0,https://www.linkedin.com/company/11172387/about/,"digital, digital transformation, omnichannel, integration, nocode, customer engagement, transformação digital, integração, apps e bots",0,https://www.digibee.com.br,,,,,
Digidata,2035488.0,Digidata,51-200 funcionários,True,"Curitiba, Paraná",Tecnologia da informação e serviços,0.0,https://www.linkedin.com/company/2035488/about/,"GED / ECM, DataImageWeb, Meta4, Recursos Humanos, Outsourcing (Terceirização), Workflow, Trâmites, Preparo, Digitalização, Indexação e Armazenagem de Documentos",0,http://www.digidata.com.br,,,,,
Digital Convergence ,64880648.0,Digital Convergence,11-50 funcionários,True,NF,Tecnologia da informação e serviços,0.0,https://www.linkedin.com/company/64880648/about/,NF,0,http://www.digitalconvergence.com.au,,,,,
Digital House Brasil,11375862.0,Digital House Brasil,51-200 funcionários,True,"São Paulo, SP",Gestão educacional,,https://www.linkedin.com/company/11375862/about/,"Tecnologia, Programação, Marketing Digital, Desenvolvimento Web Full Stack, Desenvolvimento Mobile Android, Data Science, Data Analytics e Cursos Executivos",8,https://br.digitalhouse.com/,,,,,
,,Digital Hub Interactive,,False,,,,,,,,,,,,
Digital Path ,37447241.0,Digital Path,2-10 funcionários,True,"Barueri, São Paulo",Tecnologia da informação e serviços,0.0,https://www.linkedin.com/company/37447241/about/,NF,0,http://www.digitalpath.com.br,,,,,
DIGIWIN - Marketing Digital,69695593.0,DIGIWIN - Marketing Digital,2-10 funcionários,True,"Campo Largo, Paraná",Marketing e publicidade,,https://www.linkedin.com/company/69695593/about/,NF,1,https://digiwin.com.br/,,,,,
Dignity Health,1627.0,Dignity Health,+ de 10.001 funcionários,True,"San Francisco, CA",Atendimento médico e hospitalar,347.0,https://www.linkedin.com/company/1627/about/,Quality Healthcare for Everyone,2356,http://www.dignityhealth.org,,,,,
Dimensional Fund Advisors,15068.0,Dimensional Fund Advisors,1.001-5.000 funcionários,True,"Austin, TX",Gestão de investimentos,22.0,https://www.linkedin.com/company/15068/about/,NF,59,http://www.dimensional.com/,,,,,
DirectCall Telecom,323456.0,DirectCall Telecom,51-200 funcionários,True,"Curitiba, Pr",Telecomunicações,0.0,https://www.linkedin.com/company/323456/about/,NF,0,http://www.directcall.com.br,,,,,
Treszero,2358319.0,Diretriz Consultoria e Serviços em TI,2-10 funcionários,True,"Uruguaiana, Rio Grande do Sul",Marketing e publicidade,0.0,https://www.linkedin.com/company/2358319/about/,"Advertising, Branding, Brand Strategy and Planning, Emerging Media, Social Influence Marketing, Mobile Marketing, Internet, Search Engine Marketing, e-Comemrce, Full service, Social Media e Press Office",0,http://www.treszero.com.br,,,,,
Discover Financial Services,3762.0,Discover Financial Services,+ de 10.001 funcionários,True,"Riverwoods, IL",Serviços financeiros,174.0,https://www.linkedin.com/company/3762/about/,"Financial Services, Credit Cards, Deposit Products, Consumer Lending, Consumer Savings, Payments, Payment Technology, Student Loans, Personal Loans, Home Loans, Home Equity Loans e Debit and Transaction Services",308,http://www.discover.com,,,,,
DISH Network,4296.0,Dish Network,+ de 10.001 funcionários,True,"Englewood, CO",Telecomunicações,5428.0,https://www.linkedin.com/company/4296/about/,"A leading provider of satellite television, DVR, Provides the most HD and international programming in the U.S., Satellite Broadband Service, IoT, Wireless, tv, technology, connectivity, communication e television",6883,http://careers.dish.com,,,,,
,,Dispar Distribuidora de Medicamentos Ltda,,False,,,,,,,,,,,,
Dissmann Orth Rechtsanwaltsgesellschaft Steuerberatungsgesellschaft GmbH,16163489.0,Dissmann Orth Rechtsanwaltsgesellschaft Steuerberatungsgesellschaft GmbH,11-50 funcionários,True,NF,Prática jurídica,0.0,https://www.linkedin.com/company/16163489/about/,"Gesellschaftsrecht, Steuerrecht, Unternehmenskauf und Strukturierung e Unternehmens- und Vermögensnachfolge",0,http://www.dolaw.de/,,,,,
Distribuidora de Medicamentos Santa Cruz Ltda.,6358609.0,Distribuidora de Medicamentos Santa Cruz,11-50 funcionários,True,"Sao Paulo, Sao Paulo",Atendimento médico e hospitalar,0.0,https://www.linkedin.com/company/6358609/about/,NF,0,NF,,,,,
Distributed Lab,10031474.0,Distributed Lab,11-50 funcionários,True,"Kharkiv, Kharkiv",Tecnologia da informação e serviços,0.0,https://www.linkedin.com/company/10031474/about/,"Blockchain, Distributed Ledger, Tokenization, Blockchain applications, Blockchain software e Blockchain education",0,http://distributedlab.com,,,,,
,,District 4 Health Services,,False,,,,,,,,,,,,
DISYS,15228.0,DISYS,1.001-5.000 funcionários,True,"McLean, VA",Tecnologia da informação e serviços,312.0,https://www.linkedin.com/company/15228/about/,"Information Technology, Information Technology Services, Staffing, Recruiting, Project Consulting, BPO, RPO, Payrolling, Non-IT Staffing, Professional Staffing, Recruiting for Recruiters (R4R), Clinical Staffing, Scientific Staffing, Engineering Staffing, Managed Services, Financial Staffing, Creative Staffing, Insurance Staffing, IT Staffing, Mortgage Staffing e Admin/Clerical Staffing",446,http://www.disys.com,,,,,
Diversas Empresas,1611409.0,Diversas,NF,True,NF,Entretenimento,,https://www.linkedin.com/company/1611409/about/,NF,2,NF,,,,,
DJM Global - Enterprise Lead Generation & Appointment Setting,891603.0,DJM Global,11-50 funcionários,True,"Austin, TX",Marketing e publicidade,0.0,https://www.linkedin.com/company/891603/about/,"Technology Sales services experts, Appointment setting, Demand generation, Lead Generation, Event recruitment, Channel ISV recruitment, OEM recruitment, Customer Engagement Center, Overseas operation, Marketing Consulting, Web design development, LinkedIn Prospecting, LinkedIn Lead Generation, LinkedIn Targeting, LinkedIn Messaging, Outsourced Sales, inside sales e lead qualification",0,http://www.yourdjm.com,,,,,
